Method,Metric,Seed,Split,Task,Metric Name
RGCN,0.5832161986421527,5,metabolic_disorder,contraindication,AUPRC
RGCN,0.6203217940328083,5,metabolic_disorder,contraindication,AUROC
RGCN,0.05153591235911918,5,metabolic_disorder,contraindication,Recall@100
RGCN,0.5453958112591863,5,metabolic_disorder,contraindication,Avg Rank
RGCN,0.019130434782608695,5,metabolic_disorder,contraindication,Precision@100
RGCN,0.017391304347826087,5,metabolic_disorder,contraindication,Precision@10
RGCN,0.025247647483897778,5,metabolic_disorder,contraindication,Precision@K
BioBERT,0.5348648577260529,5,metabolic_disorder,contraindication,AUPRC
BioBERT,0.5202483100512194,5,metabolic_disorder,contraindication,AUROC
BioBERT,0.014492753623188404,5,metabolic_disorder,contraindication,Recall@100
BioBERT,0.5244877747746636,5,metabolic_disorder,contraindication,Avg Rank
BioBERT,0.0004347826086956522,5,metabolic_disorder,contraindication,Precision@100
BioBERT,0.0,5,metabolic_disorder,contraindication,Precision@10
BioBERT,0.0,5,metabolic_disorder,contraindication,Precision@K
TxGNN,0.7870363399672142,5,metabolic_disorder,contraindication,AUPRC
TxGNN,0.7859166669713267,5,metabolic_disorder,contraindication,AUROC
TxGNN,0.13068149399720458,5,metabolic_disorder,contraindication,Recall@100
TxGNN,0.6033225132412136,5,metabolic_disorder,contraindication,Avg Rank
TxGNN,0.029130434782608697,5,metabolic_disorder,contraindication,Precision@100
TxGNN,0.008695652173913044,5,metabolic_disorder,contraindication,Precision@10
TxGNN,0.03471804340481844,5,metabolic_disorder,contraindication,Precision@K
Proximity,0.4721646387826231,5,metabolic_disorder,contraindication,AUPRC
Proximity,0.473074153014854,5,metabolic_disorder,contraindication,AUROC
Proximity,0.02221908526256352,5,metabolic_disorder,contraindication,Recall@100
Proximity,0.508068813876632,5,metabolic_disorder,contraindication,Avg Rank
Proximity,0.0017391304347826088,5,metabolic_disorder,contraindication,Precision@100
Proximity,0.004347826086956522,5,metabolic_disorder,contraindication,Precision@10
Proximity,0.0007246376811594203,5,metabolic_disorder,contraindication,Precision@K
DSD-min,0.4652003360646319,1,diabetes,contraindication,AUPRC
DSD-min,0.4519381717183915,1,diabetes,contraindication,AUROC
DSD-min,0.021525753158406224,1,diabetes,contraindication,Recall@100
DSD-min,0.3846425631061416,1,diabetes,contraindication,Avg Rank
DSD-min,0.02,1,diabetes,contraindication,Precision@100
DSD-min,0.03333333333333333,1,diabetes,contraindication,Precision@10
DSD-min,0.014577259475218658,1,diabetes,contraindication,Precision@K
KL-min,0.5219772415770263,1,diabetes,contraindication,AUPRC
KL-min,0.5440013283419877,1,diabetes,contraindication,AUROC
KL-min,0.0029154518950437317,1,diabetes,contraindication,Recall@100
KL-min,0.6646169284784239,1,diabetes,contraindication,Avg Rank
KL-min,0.01,1,diabetes,contraindication,Precision@100
KL-min,0.0,1,diabetes,contraindication,Precision@10
KL-min,0.008746355685131196,1,diabetes,contraindication,Precision@K
JS-min,0.5040831915071704,1,diabetes,contraindication,AUPRC
JS-min,0.5038642676005313,1,diabetes,contraindication,AUROC
JS-min,0.004859086491739553,1,diabetes,contraindication,Recall@100
JS-min,0.5847986498859944,1,diabetes,contraindication,Avg Rank
JS-min,0.016666666666666666,1,diabetes,contraindication,Precision@100
JS-min,0.0,1,diabetes,contraindication,Precision@10
JS-min,0.01652089407191448,1,diabetes,contraindication,Precision@K
HGT,0.620182450455808,1,diabetes,contraindication,AUPRC
HGT,0.6702277804612968,1,diabetes,contraindication,AUROC
HGT,0.004859086491739553,1,diabetes,contraindication,Recall@100
HGT,0.1487214807285955,1,diabetes,contraindication,Avg Rank
HGT,0.016666666666666666,1,diabetes,contraindication,Precision@100
HGT,0.03333333333333333,1,diabetes,contraindication,Precision@10
HGT,0.008746355685131196,1,diabetes,contraindication,Precision@K
HAN,0.6111552219173699,1,diabetes,contraindication,AUPRC
HAN,0.6782016060862215,1,diabetes,contraindication,AUROC
HAN,0.0,1,diabetes,contraindication,Recall@100
HAN,0.09333412964460457,1,diabetes,contraindication,Avg Rank
HAN,0.0,1,diabetes,contraindication,Precision@100
HAN,0.0,1,diabetes,contraindication,Precision@10
HAN,0.0,1,diabetes,contraindication,Precision@K
RGCN,0.5808308014775558,1,diabetes,contraindication,AUPRC
RGCN,0.6288642676005314,1,diabetes,contraindication,AUROC
RGCN,0.026239067055393587,1,diabetes,contraindication,Recall@100
RGCN,0.7997198681982712,1,diabetes,contraindication,Avg Rank
RGCN,0.09000000000000001,1,diabetes,contraindication,Precision@100
RGCN,0.09999999999999999,1,diabetes,contraindication,Precision@10
RGCN,0.09329446064139942,1,diabetes,contraindication,Precision@K
BioBERT,0.5160476900868451,1,diabetes,contraindication,AUPRC
BioBERT,0.46733486293925847,1,diabetes,contraindication,AUROC
BioBERT,0.014577259475218658,1,diabetes,contraindication,Recall@100
BioBERT,0.6233887734522524,1,diabetes,contraindication,Avg Rank
BioBERT,0.049999999999999996,1,diabetes,contraindication,Precision@100
BioBERT,0.0,1,diabetes,contraindication,Precision@10
BioBERT,0.03692905733722061,1,diabetes,contraindication,Precision@K
TxGNN,0.6994747594539593,1,diabetes,contraindication,AUPRC
TxGNN,0.6752279314092502,1,diabetes,contraindication,AUROC
TxGNN,0.0009718172983479105,1,diabetes,contraindication,Recall@100
TxGNN,0.2576569481272823,1,diabetes,contraindication,Avg Rank
TxGNN,0.0033333333333333335,1,diabetes,contraindication,Precision@100
TxGNN,0.0,1,diabetes,contraindication,Precision@10
TxGNN,0.004859086491739553,1,diabetes,contraindication,Precision@K
Proximity,0.49446974764445767,1,diabetes,contraindication,AUPRC
Proximity,0.5241478988044923,1,diabetes,contraindication,AUROC
Proximity,0.003887269193391642,1,diabetes,contraindication,Recall@100
Proximity,0.6223129044073508,1,diabetes,contraindication,Avg Rank
Proximity,0.013333333333333334,1,diabetes,contraindication,Precision@100
Proximity,0.03333333333333333,1,diabetes,contraindication,Precision@10
Proximity,0.021379980563654033,1,diabetes,contraindication,Precision@K
DSD-min,0.5093020718977064,2,diabetes,contraindication,AUPRC
DSD-min,0.4873505615263857,2,diabetes,contraindication,AUROC
DSD-min,0.007774538386783284,2,diabetes,contraindication,Recall@100
DSD-min,0.4425603764549321,2,diabetes,contraindication,Avg Rank
DSD-min,0.02666666666666667,2,diabetes,contraindication,Precision@100
DSD-min,0.0,2,diabetes,contraindication,Precision@10
DSD-min,0.01749271137026239,2,diabetes,contraindication,Precision@K
KL-min,0.5239365329110846,2,diabetes,contraindication,AUPRC
KL-min,0.5436616954474097,2,diabetes,contraindication,AUROC
KL-min,0.001943634596695821,2,diabetes,contraindication,Recall@100
KL-min,0.698900827858388,2,diabetes,contraindication,Avg Rank
KL-min,0.006666666666666667,2,diabetes,contraindication,Precision@100
KL-min,0.0,2,diabetes,contraindication,Precision@10
KL-min,0.008746355685131196,2,diabetes,contraindication,Precision@K
JS-min,0.5240466335860143,2,diabetes,contraindication,AUPRC
JS-min,0.529140502354788,2,diabetes,contraindication,AUROC
JS-min,0.003887269193391642,2,diabetes,contraindication,Recall@100
JS-min,0.5441013486850422,2,diabetes,contraindication,Avg Rank
JS-min,0.013333333333333334,2,diabetes,contraindication,Precision@100
JS-min,0.03333333333333333,2,diabetes,contraindication,Precision@10
JS-min,0.01749271137026239,2,diabetes,contraindication,Precision@K
HGT,0.5,2,diabetes,contraindication,AUPRC
HGT,0.5,2,diabetes,contraindication,AUROC
HGT,0.0,2,diabetes,contraindication,Recall@100
HGT,0.6287140989719645,2,diabetes,contraindication,Avg Rank
HGT,0.0,2,diabetes,contraindication,Precision@100
HGT,0.0,2,diabetes,contraindication,Precision@10
HGT,0.0,2,diabetes,contraindication,Precision@K
HAN,0.5096024373019362,2,diabetes,contraindication,AUPRC
HAN,0.5252158555729984,2,diabetes,contraindication,AUROC
HAN,0.0,2,diabetes,contraindication,Recall@100
HAN,0.11347104632980502,2,diabetes,contraindication,Avg Rank
HAN,0.0,2,diabetes,contraindication,Precision@100
HAN,0.0,2,diabetes,contraindication,Precision@10
HAN,0.0,2,diabetes,contraindication,Precision@K
RGCN,0.5814431227141721,2,diabetes,contraindication,AUPRC
RGCN,0.6313020770438353,2,diabetes,contraindication,AUROC
RGCN,0.026239067055393587,2,diabetes,contraindication,Recall@100
RGCN,0.7816445244501148,2,diabetes,contraindication,Avg Rank
RGCN,0.09000000000000001,2,diabetes,contraindication,Precision@100
RGCN,0.09999999999999999,2,diabetes,contraindication,Precision@10
RGCN,0.08940719144800778,2,diabetes,contraindication,Precision@K
BioBERT,0.5160476900868451,2,diabetes,contraindication,AUPRC
BioBERT,0.46733486293925847,2,diabetes,contraindication,AUROC
BioBERT,0.014577259475218658,2,diabetes,contraindication,Recall@100
BioBERT,0.6233887734522524,2,diabetes,contraindication,Avg Rank
BioBERT,0.049999999999999996,2,diabetes,contraindication,Precision@100
BioBERT,0.0,2,diabetes,contraindication,Precision@10
BioBERT,0.03692905733722061,2,diabetes,contraindication,Precision@K
TxGNN,0.6963896538426757,2,diabetes,contraindication,AUPRC
TxGNN,0.6745864026083807,2,diabetes,contraindication,AUROC
TxGNN,0.0009718172983479105,2,diabetes,contraindication,Recall@100
TxGNN,0.25582268419675097,2,diabetes,contraindication,Avg Rank
TxGNN,0.0033333333333333335,2,diabetes,contraindication,Precision@100
TxGNN,0.0,2,diabetes,contraindication,Precision@10
TxGNN,0.006802721088435374,2,diabetes,contraindication,Precision@K
Proximity,0.47599288822478053,2,diabetes,contraindication,AUPRC
Proximity,0.4829692971863302,2,diabetes,contraindication,AUROC
Proximity,0.003887269193391642,2,diabetes,contraindication,Recall@100
Proximity,0.6335114530201388,2,diabetes,contraindication,Avg Rank
Proximity,0.013333333333333334,2,diabetes,contraindication,Precision@100
Proximity,0.03333333333333333,2,diabetes,contraindication,Precision@10
Proximity,0.013605442176870748,2,diabetes,contraindication,Precision@K
DSD-min,0.5178174172620629,3,diabetes,contraindication,AUPRC
DSD-min,0.5148306363965705,3,diabetes,contraindication,AUROC
DSD-min,0.004859086491739553,3,diabetes,contraindication,Recall@100
DSD-min,0.590543650987029,3,diabetes,contraindication,Avg Rank
DSD-min,0.016666666666666666,3,diabetes,contraindication,Precision@100
DSD-min,0.0,3,diabetes,contraindication,Precision@10
DSD-min,0.02040816326530612,3,diabetes,contraindication,Precision@K
KL-min,0.495952682320175,3,diabetes,contraindication,AUPRC
KL-min,0.5084832749667915,3,diabetes,contraindication,AUROC
KL-min,0.004859086491739553,3,diabetes,contraindication,Recall@100
KL-min,0.6673577292817701,3,diabetes,contraindication,Avg Rank
KL-min,0.016666666666666666,3,diabetes,contraindication,Precision@100
KL-min,0.0,3,diabetes,contraindication,Precision@10
KL-min,0.012633624878522839,3,diabetes,contraindication,Precision@K
JS-min,0.49572202753446704,3,diabetes,contraindication,AUPRC
JS-min,0.49564515155174493,3,diabetes,contraindication,AUROC
JS-min,0.0058309037900874635,3,diabetes,contraindication,Recall@100
JS-min,0.5710675993767765,3,diabetes,contraindication,Avg Rank
JS-min,0.02,3,diabetes,contraindication,Precision@100
JS-min,0.06666666666666667,3,diabetes,contraindication,Precision@10
JS-min,0.015549076773566569,3,diabetes,contraindication,Precision@K
HGT,0.5,3,diabetes,contraindication,AUPRC
HGT,0.5,3,diabetes,contraindication,AUROC
HGT,0.0,3,diabetes,contraindication,Recall@100
HGT,0.5337961953664211,3,diabetes,contraindication,Avg Rank
HGT,0.0,3,diabetes,contraindication,Precision@100
HGT,0.0,3,diabetes,contraindication,Precision@10
HGT,0.0,3,diabetes,contraindication,Precision@K
HAN,0.5398323666696441,3,diabetes,contraindication,AUPRC
HAN,0.5443409612365656,3,diabetes,contraindication,AUROC
HAN,0.0,3,diabetes,contraindication,Recall@100
HAN,0.08356903902694672,3,diabetes,contraindication,Avg Rank
HAN,0.0,3,diabetes,contraindication,Precision@100
HAN,0.0,3,diabetes,contraindication,Precision@10
HAN,0.0029154518950437317,3,diabetes,contraindication,Precision@K
RGCN,0.5784969245175449,3,diabetes,contraindication,AUPRC
RGCN,0.6285472768989253,3,diabetes,contraindication,AUROC
RGCN,0.026239067055393587,3,diabetes,contraindication,Recall@100
RGCN,0.7811950665829807,3,diabetes,contraindication,Avg Rank
RGCN,0.09000000000000001,3,diabetes,contraindication,Precision@100
RGCN,0.09999999999999999,3,diabetes,contraindication,Precision@10
RGCN,0.08940719144800778,3,diabetes,contraindication,Precision@K
BioBERT,0.5160476900868451,3,diabetes,contraindication,AUPRC
BioBERT,0.46733486293925847,3,diabetes,contraindication,AUROC
BioBERT,0.014577259475218658,3,diabetes,contraindication,Recall@100
BioBERT,0.6233887734522524,3,diabetes,contraindication,Avg Rank
BioBERT,0.049999999999999996,3,diabetes,contraindication,Precision@100
BioBERT,0.0,3,diabetes,contraindication,Precision@10
BioBERT,0.03692905733722061,3,diabetes,contraindication,Precision@K
TxGNN,0.6962208622072571,3,diabetes,contraindication,AUPRC
TxGNN,0.6728806907378336,3,diabetes,contraindication,AUROC
TxGNN,0.0009718172983479105,3,diabetes,contraindication,Recall@100
TxGNN,0.25247495863639263,3,diabetes,contraindication,Avg Rank
TxGNN,0.0033333333333333335,3,diabetes,contraindication,Precision@100
TxGNN,0.0,3,diabetes,contraindication,Precision@10
TxGNN,0.0058309037900874635,3,diabetes,contraindication,Precision@K
Proximity,0.4864577747822018,3,diabetes,contraindication,AUPRC
Proximity,0.5014981584349716,3,diabetes,contraindication,AUROC
Proximity,0.02346938775510204,3,diabetes,contraindication,Recall@100
Proximity,0.639555705942766,3,diabetes,contraindication,Avg Rank
Proximity,0.02666666666666667,3,diabetes,contraindication,Precision@100
Proximity,0.03333333333333333,3,diabetes,contraindication,Precision@10
Proximity,0.015549076773566569,3,diabetes,contraindication,Precision@K
DSD-min,0.5438057506556648,4,diabetes,contraindication,AUPRC
DSD-min,0.530951877792537,4,diabetes,contraindication,AUROC
DSD-min,0.008746355685131196,4,diabetes,contraindication,Recall@100
DSD-min,0.4927296536668852,4,diabetes,contraindication,Avg Rank
DSD-min,0.03,4,diabetes,contraindication,Precision@100
DSD-min,0.0,4,diabetes,contraindication,Precision@10
DSD-min,0.021379980563654033,4,diabetes,contraindication,Precision@K
KL-min,0.5002385559616016,4,diabetes,contraindication,AUPRC
KL-min,0.4682330032604758,4,diabetes,contraindication,AUROC
KL-min,0.0058309037900874635,4,diabetes,contraindication,Recall@100
KL-min,0.4354413170499892,4,diabetes,contraindication,Avg Rank
KL-min,0.02,4,diabetes,contraindication,Precision@100
KL-min,0.06666666666666667,4,diabetes,contraindication,Precision@10
KL-min,0.01749271137026239,4,diabetes,contraindication,Precision@K
JS-min,0.5402978777513532,4,diabetes,contraindication,AUPRC
JS-min,0.5399936601859678,4,diabetes,contraindication,AUROC
JS-min,0.003887269193391642,4,diabetes,contraindication,Recall@100
JS-min,0.5482258685624738,4,diabetes,contraindication,Avg Rank
JS-min,0.013333333333333334,4,diabetes,contraindication,Precision@100
JS-min,0.0,4,diabetes,contraindication,Precision@10
JS-min,0.014577259475218658,4,diabetes,contraindication,Precision@K
HGT,0.5,4,diabetes,contraindication,AUPRC
HGT,0.5,4,diabetes,contraindication,AUROC
HGT,0.0,4,diabetes,contraindication,Recall@100
HGT,0.5321883794003067,4,diabetes,contraindication,Avg Rank
HGT,0.0,4,diabetes,contraindication,Precision@100
HGT,0.0,4,diabetes,contraindication,Precision@10
HGT,0.0,4,diabetes,contraindication,Precision@K
HAN,0.5742951753378192,4,diabetes,contraindication,AUPRC
HAN,0.6291661635068229,4,diabetes,contraindication,AUROC
HAN,0.0,4,diabetes,contraindication,Recall@100
HAN,0.1689609530233753,4,diabetes,contraindication,Avg Rank
HAN,0.0,4,diabetes,contraindication,Precision@100
HAN,0.0,4,diabetes,contraindication,Precision@10
HAN,0.0,4,diabetes,contraindication,Precision@K
RGCN,0.5796861112781475,4,diabetes,contraindication,AUPRC
RGCN,0.6290001207583625,4,diabetes,contraindication,AUROC
RGCN,0.026239067055393587,4,diabetes,contraindication,Recall@100
RGCN,0.7791185933430086,4,diabetes,contraindication,Avg Rank
RGCN,0.09000000000000001,4,diabetes,contraindication,Precision@100
RGCN,0.09999999999999999,4,diabetes,contraindication,Precision@10
RGCN,0.08843537414965986,4,diabetes,contraindication,Precision@K
BioBERT,0.5160476900868451,4,diabetes,contraindication,AUPRC
BioBERT,0.46733486293925847,4,diabetes,contraindication,AUROC
BioBERT,0.014577259475218658,4,diabetes,contraindication,Recall@100
BioBERT,0.6233887734522524,4,diabetes,contraindication,Avg Rank
BioBERT,0.049999999999999996,4,diabetes,contraindication,Precision@100
BioBERT,0.0,4,diabetes,contraindication,Precision@10
BioBERT,0.03692905733722061,4,diabetes,contraindication,Precision@K
TxGNN,0.694813798628806,4,diabetes,contraindication,AUPRC
